index	name	color
11174	"ctx_lh_S_temporal_sup"	#dfdc3c
11175	"ctx_lh_S_temporal_transverse"	#dd3c3c
12100	"ctx_rh_Unknown"	#000000
12101	"ctx_rh_G_and_S_frontomargin"	#17dc3c
12102	"ctx_rh_G_and_S_occipital_inf"	#173cb4
12103	"ctx_rh_G_and_S_paracentral"	#3f643c
12104	"ctx_rh_G_and_S_subcentral"	#3f14dc
12105	"ctx_rh_G_and_S_transv_frontopol"	#0d00fa
12106	"ctx_rh_G_and_S_cingul-Ant"	#1a3c00
12107	"ctx_rh_G_and_S_cingul-Mid-Ant"	#1a3c4b
12108	"ctx_rh_G_and_S_cingul-Mid-Post"	#1a3c96
12109	"ctx_rh_G_cingul-Post-dorsal"	#193cfa
12110	"ctx_rh_G_cingul-Post-ventral"	#3c1919
12111	"ctx_rh_G_cuneus"	#b41414
12112	"ctx_rh_G_front_inf-Opercular"	#dc1464
12113	"ctx_rh_G_front_inf-Orbital"	#8c3c3c
12114	"ctx_rh_G_front_inf-Triangul"	#b4dc8c
12115	"ctx_rh_G_front_middle"	#8c64b4
12116	"ctx_rh_G_front_sup"	#b4148c
12117	"ctx_rh_G_Ins_lg_and_S_cent_ins"	#170a0a
12118	"ctx_rh_G_insular_short"	#e18c8c
12119	"ctx_rh_G_occipital_middle"	#b43cb4
12120	"ctx_rh_G_occipital_sup"	#14dc3c
12121	"ctx_rh_G_oc-temp_lat-fusifor"	#3c148c
12122	"ctx_rh_G_oc-temp_med-Lingual"	#dcb48c
12123	"ctx_rh_G_oc-temp_med-Parahip"	#416414
12124	"ctx_rh_G_orbital"	#dc3c14
12125	"ctx_rh_G_pariet_inf-Angular"	#143cdc
12126	"ctx_rh_G_pariet_inf-Supramar"	#64643c
12127	"ctx_rh_G_parietal_sup"	#dcb4dc
12128	"ctx_rh_G_postcentral"	#14b48c
12129	"ctx_rh_G_precentral"	#3c8cb4
12130	"ctx_rh_G_precuneus"	#19148c
12131	"ctx_rh_G_rectus"	#143c64
12132	"ctx_rh_G_subcallosal"	#3cdc14
12133	"ctx_rh_G_temp_sup-G_T_transv"	#3c3cdc
12134	"ctx_rh_G_temp_sup-Lateral"	#dc3cdc
12135	"ctx_rh_G_temp_sup-Plan_polar"	#41dc3c
12136	"ctx_rh_G_temp_sup-Plan_tempo"	#198c14
12137	"ctx_rh_G_temporal_inf"	#dcdc64
12138	"ctx_rh_G_temporal_middle"	#b43c3c
12139	"ctx_rh_Lat_Fis-ant-Horizont"	#3d14dc
12140	"ctx_rh_Lat_Fis-ant-Vertical"	#3d143c
12141	"ctx_rh_Lat_Fis-post"	#3d3c64
12142	"ctx_rh_Medial_wall"	#191919
12143	"ctx_rh_Pole_occipital"	#8c143c
12144	"ctx_rh_Pole_temporal"	#dcb414
12145	"ctx_rh_S_calcarine"	#3fb4b4
12146	"ctx_rh_S_central"	#dd140a
12147	"ctx_rh_S_cingul-Marginalis"	#dd1464
12148	"ctx_rh_S_circular_insula_ant"	#dd3c8c
12149	"ctx_rh_S_circular_insula_inf"	#dd14dc
12150	"ctx_rh_S_circular_insula_sup"	#3ddcdc
12151	"ctx_rh_S_collat_transv_ant"	#64c8c8
12152	"ctx_rh_S_collat_transv_post"	#0ac8c8
12153	"ctx_rh_S_front_inf"	#dddc14
12154	"ctx_rh_S_front_middle"	#8d1464
12155	"ctx_rh_S_front_sup"	#3ddc64
12156	"ctx_rh_S_interm_prim-Jensen"	#8d3c14
12157	"ctx_rh_S_intrapariet_and_P_trans"	#8f14dc
12158	"ctx_rh_S_oc_middle_and_Lunatus"	#653cdc
12159	"ctx_rh_S_oc_sup_and_transversal"	#15148c
12160	"ctx_rh_S_occipital_ant"	#3d14b4
12161	"ctx_rh_S_oc-temp_lat"	#dd8c14
12162	"ctx_rh_S_oc-temp_med_and_Lingual"	#8d64dc
12163	"ctx_rh_S_orbital_lateral"	#dd6414
12164	"ctx_rh_S_orbital_med-olfact"	#b5c814
12165	"ctx_rh_S_orbital-H_Shaped"	#651414
12166	"ctx_rh_S_parieto_occipital"	#6564b4
12167	"ctx_rh_S_pericallosal"	#b5dc14
12168	"ctx_rh_S_postcentral"	#158cc8
12169	"ctx_rh_S_precentral-inf-part"	#1514f0
12170	"ctx_rh_S_precentral-sup-part"	#1514c8
12171	"ctx_rh_S_suborbital"	#15143c
12172	"ctx_rh_S_subparietal"	#653c3c
12173	"ctx_rh_S_temporal_inf"	#15b4b4
12174	"ctx_rh_S_temporal_sup"	#dfdc3c
12175	"ctx_rh_S_temporal_transverse"	#dd3c3c
13100	"wm_lh_Unknown"	#000000
13101	"wm_lh_G_and_S_frontomargin"	#17dc3c
13102	"wm_lh_G_and_S_occipital_inf"	#173cb4
13103	"wm_lh_G_and_S_paracentral"	#3f643c
13104	"wm_lh_G_and_S_subcentral"	#3f14dc
13105	"wm_lh_G_and_S_transv_frontopol"	#0d00fa
13106	"wm_lh_G_and_S_cingul-Ant"	#1a3c00
13107	"wm_lh_G_and_S_cingul-Mid-Ant"	#1a3c4b
13108	"wm_lh_G_and_S_cingul-Mid-Post"	#1a3c96
13109	"wm_lh_G_cingul-Post-dorsal"	#193cfa
13110	"wm_lh_G_cingul-Post-ventral"	#3c1919
13111	"wm_lh_G_cuneus"	#b41414
13112	"wm_lh_G_front_inf-Opercular"	#dc1464
13113	"wm_lh_G_front_inf-Orbital"	#8c3c3c
13114	"wm_lh_G_front_inf-Triangul"	#b4dc8c
13115	"wm_lh_G_front_middle"	#8c64b4
13116	"wm_lh_G_front_sup"	#b4148c
13117	"wm_lh_G_Ins_lg_and_S_cent_ins"	#170a0a
13118	"wm_lh_G_insular_short"	#e18c8c
13119	"wm_lh_G_occipital_middle"	#b43cb4
13120	"wm_lh_G_occipital_sup"	#14dc3c
13121	"wm_lh_G_oc-temp_lat-fusifor"	#3c148c
13122	"wm_lh_G_oc-temp_med-Lingual"	#dcb48c
13123	"wm_lh_G_oc-temp_med-Parahip"	#416414
13124	"wm_lh_G_orbital"	#dc3c14
13125	"wm_lh_G_pariet_inf-Angular"	#143cdc
13126	"wm_lh_G_pariet_inf-Supramar"	#64643c
13127	"wm_lh_G_parietal_sup"	#dcb4dc
13128	"wm_lh_G_postcentral"	#14b48c
13129	"wm_lh_G_precentral"	#3c8cb4
13130	"wm_lh_G_precuneus"	#19148c
13131	"wm_lh_G_rectus"	#143c64
13132	"wm_lh_G_subcallosal"	#3cdc14
13133	"wm_lh_G_temp_sup-G_T_transv"	#3c3cdc
13134	"wm_lh_G_temp_sup-Lateral"	#dc3cdc
13135	"wm_lh_G_temp_sup-Plan_polar"	#41dc3c
13136	"wm_lh_G_temp_sup-Plan_tempo"	#198c14
13137	"wm_lh_G_temporal_inf"	#dcdc64
13138	"wm_lh_G_temporal_middle"	#b43c3c
13139	"wm_lh_Lat_Fis-ant-Horizont"	#3d14dc
13140	"wm_lh_Lat_Fis-ant-Vertical"	#3d143c
13141	"wm_lh_Lat_Fis-post"	#3d3c64
13142	"wm_lh_Medial_wall"	#191919
13143	"wm_lh_Pole_occipital"	#8c143c
13144	"wm_lh_Pole_temporal"	#dcb414
13145	"wm_lh_S_calcarine"	#3fb4b4
13146	"wm_lh_S_central"	#dd140a
13147	"wm_lh_S_cingul-Marginalis"	#dd1464
13148	"wm_lh_S_circular_insula_ant"	#dd3c8c
13149	"wm_lh_S_circular_insula_inf"	#dd14dc
13150	"wm_lh_S_circular_insula_sup"	#3ddcdc
13151	"wm_lh_S_collat_transv_ant"	#64c8c8
13152	"wm_lh_S_collat_transv_post"	#0ac8c8
13153	"wm_lh_S_front_inf"	#dddc14
13154	"wm_lh_S_front_middle"	#8d1464
13155	"wm_lh_S_front_sup"	#3ddc64
13156	"wm_lh_S_interm_prim-Jensen"	#8d3c14
13157	"wm_lh_S_intrapariet_and_P_trans"	#8f14dc
13158	"wm_lh_S_oc_middle_and_Lunatus"	#653cdc
13159	"wm_lh_S_oc_sup_and_transversal"	#15148c
13160	"wm_lh_S_occipital_ant"	#3d14b4
13161	"wm_lh_S_oc-temp_lat"	#dd8c14
13162	"wm_lh_S_oc-temp_med_and_Lingual"	#8d64dc
13163	"wm_lh_S_orbital_lateral"	#dd6414
13164	"wm_lh_S_orbital_med-olfact"	#b5c814
13165	"wm_lh_S_orbital-H_Shaped"	#651414
13166	"wm_lh_S_parieto_occipital"	#6564b4
13167	"wm_lh_S_pericallosal"	#b5dc14
13168	"wm_lh_S_postcentral"	#158cc8
13169	"wm_lh_S_precentral-inf-part"	#1514f0
13170	"wm_lh_S_precentral-sup-part"	#1514c8
13171	"wm_lh_S_suborbital"	#15143c
13172	"wm_lh_S_subparietal"	#653c3c
13173	"wm_lh_S_temporal_inf"	#15b4b4
13174	"wm_lh_S_temporal_sup"	#dfdc3c
13175	"wm_lh_S_temporal_transverse"	#dd3c3c
14100	"wm_rh_Unknown"	#000000
14101	"wm_rh_G_and_S_frontomargin"	#17dc3c
14102	"wm_rh_G_and_S_occipital_inf"	#173cb4
14103	"wm_rh_G_and_S_paracentral"	#3f643c
14104	"wm_rh_G_and_S_subcentral"	#3f14dc
14105	"wm_rh_G_and_S_transv_frontopol"	#0d00fa
14106	"wm_rh_G_and_S_cingul-Ant"	#1a3c00
14107	"wm_rh_G_and_S_cingul-Mid-Ant"	#1a3c4b
14108	"wm_rh_G_and_S_cingul-Mid-Post"	#1a3c96
14109	"wm_rh_G_cingul-Post-dorsal"	#193cfa
14110	"wm_rh_G_cingul-Post-ventral"	#3c1919
14111	"wm_rh_G_cuneus"	#b41414
14112	"wm_rh_G_front_inf-Opercular"	#dc1464
14113	"wm_rh_G_front_inf-Orbital"	#8c3c3c
14114	"wm_rh_G_front_inf-Triangul"	#b4dc8c
14115	"wm_rh_G_front_middle"	#8c64b4
14116	"wm_rh_G_front_sup"	#b4148c
14117	"wm_rh_G_Ins_lg_and_S_cent_ins"	#170a0a
14118	"wm_rh_G_insular_short"	#e18c8c
14119	"wm_rh_G_occipital_middle"	#b43cb4
14120	"wm_rh_G_occipital_sup"	#14dc3c
14121	"wm_rh_G_oc-temp_lat-fusifor"	#3c148c
14122	"wm_rh_G_oc-temp_med-Lingual"	#dcb48c
14123	"wm_rh_G_oc-temp_med-Parahip"	#416414
14124	"wm_rh_G_orbital"	#dc3c14
14125	"wm_rh_G_pariet_inf-Angular"	#143cdc
14126	"wm_rh_G_pariet_inf-Supramar"	#64643c
14127	"wm_rh_G_parietal_sup"	#dcb4dc
14128	"wm_rh_G_postcentral"	#14b48c
14129	"wm_rh_G_precentral"	#3c8cb4
14130	"wm_rh_G_precuneus"	#19148c
14131	"wm_rh_G_rectus"	#143c64
14132	"wm_rh_G_subcallosal"	#3cdc14
14133	"wm_rh_G_temp_sup-G_T_transv"	#3c3cdc
14134	"wm_rh_G_temp_sup-Lateral"	#dc3cdc
14135	"wm_rh_G_temp_sup-Plan_polar"	#41dc3c
14136	"wm_rh_G_temp_sup-Plan_tempo"	#198c14
14137	"wm_rh_G_temporal_inf"	#dcdc64
14138	"wm_rh_G_temporal_middle"	#b43c3c
14139	"wm_rh_Lat_Fis-ant-Horizont"	#3d14dc
14140	"wm_rh_Lat_Fis-ant-Vertical"	#3d143c
14141	"wm_rh_Lat_Fis-post"	#3d3c64
14142	"wm_rh_Medial_wall"	#191919
14143	"wm_rh_Pole_occipital"	#8c143c
14144	"wm_rh_Pole_temporal"	#dcb414
14145	"wm_rh_S_calcarine"	#3fb4b4
14146	"wm_rh_S_central"	#dd140a
14147	"wm_rh_S_cingul-Marginalis"	#dd1464
14148	"wm_rh_S_circular_insula_ant"	#dd3c8c
14149	"wm_rh_S_circular_insula_inf"	#dd14dc
14150	"wm_rh_S_circular_insula_sup"	#3ddcdc
14151	"wm_rh_S_collat_transv_ant"	#64c8c8
14152	"wm_rh_S_collat_transv_post"	#0ac8c8
14153	"wm_rh_S_front_inf"	#dddc14
14154	"wm_rh_S_front_middle"	#8d1464
14155	"wm_rh_S_front_sup"	#3ddc64
14156	"wm_rh_S_interm_prim-Jensen"	#8d3c14
14157	"wm_rh_S_intrapariet_and_P_trans"	#8f14dc
14158	"wm_rh_S_oc_middle_and_Lunatus"	#653cdc
14159	"wm_rh_S_oc_sup_and_transversal"	#15148c
14160	"wm_rh_S_occipital_ant"	#3d14b4
14161	"wm_rh_S_oc-temp_lat"	#dd8c14
14162	"wm_rh_S_oc-temp_med_and_Lingual"	#8d64dc
14163	"wm_rh_S_orbital_lateral"	#dd6414
14164	"wm_rh_S_orbital_med-olfact"	#b5c814
14165	"wm_rh_S_orbital-H_Shaped"	#651414
14166	"wm_rh_S_parieto_occipital"	#6564b4
14167	"wm_rh_S_pericallosal"	#b5dc14
14168	"wm_rh_S_postcentral"	#158cc8
14169	"wm_rh_S_precentral-inf-part"	#1514f0
14170	"wm_rh_S_precentral-sup-part"	#1514c8
14171	"wm_rh_S_suborbital"	#15143c
14172	"wm_rh_S_subparietal"	#653c3c
14173	"wm_rh_S_temporal_inf"	#15b4b4
14174	"wm_rh_S_temporal_sup"	#dfdc3c
14175	"wm_rh_S_temporal_transverse"	#dd3c3c
